0.000000000000000000e+00;3.000000000000000000e+05
6.000000000000000000e+01;2.999970110563663766e+05
1.200000000000000000e+02;2.999939554761620238e+05
1.800000000000000000e+02;2.999908998966561630e+05
2.400000000000000000e+02;2.999878443178497255e+05
3.000000000000000000e+02;2.999847887397436425e+05
3.600000000000000000e+02;2.999817331623369828e+05
4.200000000000000000e+02;2.999786775856306776e+05
4.800000000000000000e+02;2.999756220096247271e+05
5.400000000000000000e+02;2.999725664343181998e+05
6.000000000000000000e+02;2.999695108597110957e+05
6.600000000000000000e+02;2.999664552858043462e+05
7.200000000000000000e+02;2.999633997125970200e+05
7.800000000000000000e+02;2.999603441400891170e+05
8.400000000000000000e+02;2.999572885682815686e+05
9.000000000000000000e+02;2.999542329971725121e+05
9.600000000000000000e+02;2.999511774267647415e+05
1.020000000000000000e+03;2.999481218570563942e+05
1.080000000000000000e+03;2.999450662880484015e+05
1.140000000000000000e+03;2.999420107197398320e+05
1.200000000000000000e+03;2.999389551521297544e+05
1.260000000000000000e+03;2.999358995852209628e+05
1.320000000000000000e+03;2.999328440190106630e+05
1.380000000000000000e+03;2.999297884535007179e+05
1.440000000000000000e+03;2.999267328886911273e+05
1.500000000000000000e+03;2.999236773245818913e+05
1.560000000000000000e+03;2.999206217611711472e+05
1.620000000000000000e+03;2.999175661984598264e+05
1.680000000000000000e+03;2.999145106364497915e+05
1.740000000000000000e+03;2.999114550751382485e+05
1.800000000000000000e+03;2.999083995145270601e+05
1.860000000000000000e+03;2.999053439546152949e+05
1.920000000000000000e+03;2.999022883954038844e+05
1.980000000000000000e+03;2.998992328368928283e+05
2.040000000000000000e+03;2.998961772790802643e+05
2.100000000000000000e+03;2.998931217219680548e+05
2.160000000000000000e+03;2.998900661655552685e+05
2.220000000000000000e+03;2.998870106098428369e+05
2.280000000000000000e+03;2.998839550548298284e+05
2.340000000000000000e+03;2.998808995005171746e+05
2.400000000000000000e+03;2.998778439469048753e+05
2.460000000000000000e+03;2.998747883939901367e+05
2.520000000000000000e+03;2.998717328417766839e+05
2.580000000000000000e+03;2.998686772902626544e+05
2.640000000000000000e+03;2.998656217394489795e+05
2.700000000000000000e+03;2.998625661893337965e+05
2.760000000000000000e+03;2.998595106399189681e+05
